delta;pwm;rpm
8132;204;75
8136;204;84
8140;204;81
8144;204;87
8148;204;81
8152;204;93
8156;204;87
8160;204;75
8164;204;87
8168;204;84
8172;204;96
8176;204;84
8180;204;117
8184;204;90
8188;204;78
8192;204;87
8196;204;99
8200;204;87
8204;204;87
8208;204;108
8212;204;84
8216;204;78
8220;204;99
8224;204;78
8228;204;87
8232;204;81
8236;204;102
8240;204;108
8244;204;78
8248;204;87
8252;204;102
8256;204;69
8260;204;87
8264;204;99
8268;204;75
8272;204;90
8276;204;111
8280;204;87
8284;204;93
8288;204;84
8292;204;102
8296;204;72
8300;204;90
8304;204;84
8308;204;78
8312;204;108
8316;204;114
8320;204;93
8324;204;90
8328;204;90
8332;204;105
8336;204;96
8340;204;72
8344;204;114
8348;204;75
8352;204;87
8356;204;93
8360;204;105
8364;204;75
8368;204;111
8372;204;72
8376;204;81
8380;204;75
8384;204;84
8388;204;84
8392;204;90
8396;204;81
8400;204;99
8404;204;93
8408;204;84
8412;204;96
8416;204;99
8420;204;75
8424;204;114
8428;204;96
8432;204;78
8436;204;102
8440;204;81
8444;204;72
8448;204;99
8452;204;96
8456;204;108
8460;204;84
8464;204;93
8468;204;84
8472;204;105
8476;204;87
8480;204;105
8484;204;87
8488;204;102
8492;204;81
8496;204;81
8500;204;81
8504;204;87
8508;204;78
8512;204;78
8516;204;81
8520;204;90
8524;204;108
8528;204;105
8532;204;108
8536;204;78
8540;204;93
8544;204;66
8548;204;90
8552;204;102
8556;204;93
8560;204;81
8564;204;102
8568;204;69
8572;204;87
8576;204;114
8580;204;99
8584;204;99
8588;204;99
8592;204;105
8596;204;84
8600;204;72
8604;204;87
8608;204;84
8612;204;99
8616;204;78
8620;204;84
8624;204;99
8628;204;111
8632;204;78
8636;204;87
8640;204;81
8644;204;93
8648;204;99
8652;204;84
8656;204;90
8660;204;75
8664;204;93
8668;204;66
8672;204;93
8676;204;87
8680;204;81
8684;204;87
8688;204;105
8692;204;87
8696;204;69
8700;204;108
8704;204;75
8708;204;87
8712;204;90
8716;204;93
8720;204;78
8724;204;96
8728;204;87
8732;204;72
8736;204;108
8740;204;117
8744;204;84
8748;204;75
8752;204;105
8756;204;93
8760;204;108
8764;204;81
8768;204;69
8772;204;87
8776;204;84
8780;204;78
8784;204;96
8788;204;84
8792;204;84
8796;204;96
8800;204;78
8804;204;84
8808;204;87
8812;204;84
8816;204;66
8820;204;78
8824;204;72
8828;204;75
8832;204;114
8836;204;75
8840;204;84
8844;204;102
8848;204;78
8852;204;96
8856;204;75
8860;204;87
8864;204;87
8868;204;90
8872;204;78
8876;204;99
8880;204;99
8884;204;78
8888;204;72
8892;204;96
8896;204;75
8900;204;93
8904;204;75
8908;204;69
8912;204;87
8916;204;75
8920;204;81
8924;204;99
8928;204;99
8932;204;84
8936;204;75
8940;204;87
8944;204;87
8948;204;81
8952;204;108
8956;204;87
8960;204;69
8964;204;93
8968;204;87
8972;204;69
8976;204;96
8980;204;105
8984;204;84
8988;204;84
8992;204;93
8996;204;96
9000;204;84
9004;204;90
9008;204;87
9012;204;63
9016;204;96
9020;204;78
9024;204;75
9028;204;87
9032;204;102
9036;204;75
9040;204;81
9044;204;114
9048;204;75
9052;204;84
9056;204;99
9060;204;87
9064;204;90
9068;204;108
9072;204;78
9076;204;72
9080;204;81
9084;204;102
9088;204;72
9092;204;90
9096;204;108
9100;204;75
9104;204;102
9108;204;90
9112;204;84
9116;204;90
9120;204;96
9124;204;75
9128;204;90
9132;204;99
9136;204;90
9140;204;81
9144;204;93
9148;204;75
9152;204;84
9156;204;96
9160;204;90
9164;204;75
9168;204;87
9172;204;84
9176;204;78
9180;204;96
9184;204;108
9188;204;75
9192;204;75
9196;204;102
9200;204;75
9204;204;99
9208;204;96
9212;204;87
9216;204;81
9220;204;84
9224;204;87
9228;204;78
9232;204;108
9236;204;84
9240;204;72
9244;204;84
9248;204;90
9252;204;93
9256;204;84
9260;204;96
9264;204;90
9268;204;81
9272;204;72
9276;204;90
9280;204;87
9284;204;99
9288;204;75
9292;204;87
9296;204;99
9300;204;81
9304;204;105
9308;204;90
9312;204;78
9316;204;78
9320;204;87
9324;204;81
9328;204;78
9332;204;99
9336;204;96
9340;204;72
9344;204;90
9348;204;78
9352;204;63
9356;204;93
9360;204;93
9364;204;75
9368;204;90
9372;204;84
9376;204;69
9380;204;87
9384;204;105
9388;204;81
9392;204;81
9396;204;81
9400;204;87
9404;204;66
9408;204;102
9412;204;99
9416;204;84
9420;204;81
9424;204;78
9428;204;75
9432;204;72
9436;204;87
9440;204;75
9444;204;87
9448;204;93
9452;204;96
9456;204;69
9460;204;105
9464;204;93
9468;204;81
9472;204;90
9476;204;87
9480;204;75
9484;204;81
9488;204;99
9492;204;90
9496;204;72
9500;204;78
9504;204;87
9508;204;72
9512;204;90
9516;204;93
9520;204;75
9524;204;93
9528;204;93
9532;204;78
9536;204;78
9540;204;87
9544;204;93
9548;204;66
9552;204;75
9556;204;90
9560;204;69
9564;204;90
9568;204;84
9572;204;75
9576;204;78
9580;204;90
9584;204;72
9588;204;78
9592;204;96
9596;204;105
9600;204;75
9604;204;78
9608;204;99
9612;204;66
9616;204;87
9620;204;93
9624;204;90
9628;204;78
9632;204;84
9636;204;81
9640;204;78
9644;204;81
9648;204;87
9652;204;78
9656;204;78
9660;204;84
9664;204;84
9668;204;81
9672;204;102
9676;204;78
9680;204;81
9684;204;84
9688;204;84
9692;204;90
9696;204;78
9700;204;99
9704;204;87
9708;204;72
9712;204;69
9716;204;90
9720;204;78
9724;204;84
9728;204;75
9732;204;99
9736;204;78
9740;204;87
9744;204;87
9748;204;72
9752;204;78
9756;204;111
9760;204;87
9764;204;72
9768;204;102
9772;204;84
9776;204;75
9780;204;90
9784;204;93
9788;204;87
9792;204;75
9796;204;99
9800;204;75
9804;204;69
9808;204;117
9812;204;84
9816;204;69
9820;204;72
9824;204;96
9828;204;66
9832;204;75
9836;204;84
9840;204;96
9844;204;72
9848;204;90
9852;204;75
9856;204;63
9860;204;87
9864;204;105
9868;204;84
9872;204;72
9876;204;90
9880;204;69
9884;204;81
9888;204;93
9892;204;75
9896;204;66
9900;204;84
9904;204;75
9908;204;63
9912;204;75
9916;204;99
9920;204;90
9924;204;78
9928;204;78
9932;204;87
9936;204;72
9940;204;93
9944;204;96
9948;204;78
9952;204;81
9956;204;84
9960;204;72
9964;204;78
9968;204;84
9972;204;105
9976;204;84
9980;204;75
9984;204;87
9988;204;69
9992;204;81
9996;204;96
10000;204;90
10004;255;111
10008;255;87
10012;255;108
10016;255;93
10020;255;132
10024;255;105
10028;255;87
10032;255;114
10036;255;96
10040;255;111
10044;255;102
10048;255;129
10052;255;123
10056;255;87
10060;255;156
10064;255;99
10068;255;111
10072;255;105
10076;255;117
10080;255;144
10084;255;87
10088;255;105
10092;255;165
10096;255;126
10100;255;117
10104;255;117
10108;255;102
10112;255;159
10116;255;105
10120;255;129
10124;255;129
10128;255;102
10132;255;102
10136;255;126
10140;255;126
10144;255;120
10148;255;102
10152;255;120
10156;255;141
10160;255;135
10164;255;138
10168;255;129
10172;255;123
10176;255;153
10180;255;135
10184;255;132
10188;255;99
10192;255;117
10196;255;144
10200;255;129
10204;255;93
10208;255;132
10212;255;126
10216;255;111
10220;255;126
10224;255;126
10228;255;141
10232;255;108
10236;255;84
10240;255;126
10244;255;120
10248;255;117
10252;255;105
10256;255;129
10260;255;159
10264;255;105
10268;255;114
10272;255;129
10276;255;126
10280;255;114
10284;255;96
10288;255;120
10292;255;156
10296;255;117
10300;255;120
10304;255;150
10308;255;120
10312;255;102
10316;255;120
10320;255;111
10324;255;132
10328;255;126
10332;255;141
10336;255;126
10340;255;135
10344;255;132
10348;255;114
10352;255;135
10356;255;153
10360;255;132
10364;255;102
10368;255;147
10372;255;141
10376;255;96
10380;255;114
10384;255;141
10388;255;150
10392;255;129
10396;255;99
10400;255;162
10404;255;153
10408;255;117
10412;255;126
10416;255;135
10420;255;159
10424;255;114
10428;255;117
10432;255;144
10436;255;126
10440;255;117
10444;255;132
10448;255;138
10452;255;129
10456;255;141
10460;255;117
10464;255;126
10468;255;138
10472;255;126
10476;255;141
10480;255;126
10484;255;138
10488;255;141
10492;255;126
10496;255;120
10500;255;132
10504;255;114
10508;255;141
10512;255;117
10516;255;111
10520;255;132
10524;255;135
10528;255;132
10532;255;129
10536;255;129
10540;255;144
10544;255;123
10548;255;111
10552;255;132
10556;255;135
10560;255;144
10564;255;126
10568;255;117
10572;255;150
10576;255;135
10580;255;111
10584;255;114
10588;255;132
10592;255;141
10596;255;141
10600;255;123
10604;255;132
10608;255;138
10612;255;126
10616;255;147
10620;255;135
10624;255;99
10628;255;153
10632;255;126
10636;255;120
10640;255;117
10644;255;126
10648;255;144
10652;255;129
10656;255;105
10660;255;114
10664;255;132
10668;255;153
10672;255;111
10676;255;117
10680;255;141
10684;255;144
10688;255;132
10692;255;135
10696;255;141
10700;255;117
10704;255;147
10708;255;123
10712;255;126
10716;255;123
10720;255;147
10724;255;135
10728;255;123
10732;255;99
10736;255;123
10740;255;126
10744;255;150
10748;255;108
10752;255;102
10756;255;123
10760;255;114
10764;255;114
10768;255;135
10772;255;120
10776;255;123
10780;255;144
10784;255;108
10788;255;138
10792;255;105
10796;255;129
10800;255;141
10804;255;114
10808;255;99
10812;255;141
10816;255;96
10820;255;141
10824;255;114
10828;255;111
10832;255;144
10836;255;123
10840;255;111
10844;255;126
10848;255;126
10852;255;141
10856;255;99
10860;255;117
10864;255;153
10868;255;147
10872;255;114
10876;255;126
10880;255;129
10884;255;123
10888;255;102
10892;255;120
10896;255;123
10900;255;153
10904;255;126
10908;255;117
10912;255;126
10916;255;156
10920;255;108
10924;255;99
10928;255;126
10932;255;135
10936;255;135
10940;255;129
10944;255;129
10948;255;102
10952;255;132
10956;255;147
10960;255;108
10964;255;105
10968;255;129
10972;255;141
10976;255;117
10980;255;99
10984;255;132
10988;255;117
10992;255;147
10996;255;93
11000;255;111
11004;255;132
11008;255;138
11012;255;120
11016;255;126
11020;255;159
11024;255;138
11028;255;105
11032;255;114
11036;255;102
11040;255;129
11044;255;126
11048;255;117
11052;255;138
11056;255;129
11060;255;132
11064;255;99
11068;255;129
11072;255;114
11076;255;120
11080;255;132
11084;255;117
11088;255;138
11092;255;138
11096;255;129
11100;255;135
11104;255;138
11108;255;123
11112;255;117
11116;255;150
11120;255;105
11124;255;105
11128;255;147
11132;255;159
11136;255;108
11140;255;102
11144;255;135
11148;255;141
11152;255;144
11156;255;120
11160;255;114
11164;255;129
11168;255;114
11172;255;126
11176;255;123
11180;255;114
11184;255;141
11188;255;129
11192;255;114
11196;255;114
11200;255;132
11204;255;117
11208;255;138
11212;255;102
11216;255;123
11220;255;141
11224;255;135
11228;255;117
11232;255;123
11236;255;126
11240;255;138
11244;255;126
11248;255;126
11252;255;114
11256;255;132
11260;255;129
11264;255;111
11268;255;114
11272;255;129
11276;255;126
11280;255;123
11284;255;108
11288;255;132
11292;255;129
11296;255;108
11300;255;120
11304;255;132
11308;255;120
11312;255;114
11316;255;108
11320;255;129
11324;255;117
11328;255;105
11332;255;147
11336;255;135
11340;255;96
11344;255;120
11348;255;120
11352;255;138
11356;255;102
11360;255;120
11364;255;147
11368;255;123
11372;255;135
11376;255;126
11380;255;123
11384;255;135
11388;255;102
11392;255;111
11396;255;135
11400;255;132
11404;255;114
11408;255;129
11412;255;120
11416;255;126
11420;255;108
11424;255;129
11428;255;135
11432;255;141
11436;255;114
11440;255;138
11444;255;111
11448;255;147
11452;255;111
11456;255;126
11460;255;138
11464;255;120
11468;255;123
11472;255;129
11476;255;126
11480;255;126
11484;255;105
11488;255;138
11492;255;147
11496;255;120
11500;255;129
11504;255;150
11508;255;147
11512;255;135
11516;255;123
11520;255;144
11524;255;135
11528;255;117
11532;255;147
11536;255;132
11540;255;117
11544;255;126
11548;255;126
11552;255;132
11556;255;111
11560;255;132
11564;255;159
11568;255;120
11572;255;99
11576;255;123
11580;255;135
11584;255;120
11588;255;120
11592;255;138
11596;255;162
11600;255;126
11604;255;108
11608;255;156
11612;255;123
11616;255;102
11620;255;108
11624;255;123
11628;255;129
11632;255;117
11636;255;99
11640;255;138
11644;255;129
11648;255;117
11652;255;123
11656;255;114
11660;255;126
11664;255;117
11668;255;123
11672;255;120
11676;255;126
11680;255;111
11684;255;132
11688;255;105
11692;255;126
11696;255;135
11700;255;126
11704;255;111
11708;255;153
11712;255;123
11716;255;111
11720;255;117
11724;255;132
11728;255;111
11732;255;96
11736;255;144
11740;255;117
11744;255;120
11748;255;120
11752;255;135
11756;255;117
11760;255;129
11764;255;117
11768;255;123
11772;255;108
11776;255;105
11780;255;144
11784;255;99
11788;255;105
11792;255;123
11796;255;114
11800;255;120
11804;255;105
11808;255;117
11812;255;87
11816;255;96
11820;255;120
11824;255;111
11828;255;123
11832;255;126
11836;255;111
11840;255;99
11844;255;120
11848;255;99
11852;255;105
11856;255;105
11860;255;132
11864;255;123
11868;255;111
11872;255;75
11876;255;135
11880;255;105
11884;255;99
11888;255;111
11892;255;105
11896;255;102
11900;255;111
11904;255;117
11908;255;129
11912;255;117
11916;255;117
11920;255;117
11924;255;90
11928;255;120
11932;255;129
11936;255;126
11940;255;93
11944;255;138
11948;255;114
11952;255;108
11956;255;99
11960;255;117
11964;255;135
11968;255;105
11972;255;102
11976;255;129
11980;255;123
11984;255;117
11988;255;99
11992;255;129
11996;255;123
12000;255;114
12004;204;81
12008;204;93
12012;204;87
12016;204;81
12020;204;93
12024;204;75
12028;204;99
12032;204;81
12036;204;81
12040;204;96
12044;204;84
12048;204;90
12052;204;84
12056;204;87
12060;204;102
12064;204;102
12068;204;90
12072;204;93
12076;204;87
12080;204;69
12084;204;75
12088;204;93
12092;204;105
12096;204;84
12100;204;90
12104;204;78
12108;204;69
12112;204;69
12116;204;84
12120;204;87
12124;204;93
12128;204;90
12132;204;78
12136;204;84
12140;204;90
12144;204;78
12148;204;69
12152;204;90
12156;204;75
12160;204;69
12164;204;87
12168;204;72
12172;204;90
12176;204;99
12180;204;84
12184;204;90
12188;204;99
12192;204;90
12196;204;96
12200;204;90
12204;204;84
12208;204;78
12212;204;87
12216;204;66
12220;204;75
12224;204;93
12228;204;81
12232;204;87
12236;204;96
12240;204;81
12244;204;90
12248;204;90
12252;204;90
12256;204;87
12260;204;102
12264;204;96
12268;204;90
12272;204;114
12276;204;87
12280;204;81
12284;204;84
12288;204;78
12292;204;72
12296;204;96
12300;204;75
12304;204;84
12308;204;81
12312;204;93
12316;204;72
12320;204;81
12324;204;75
12328;204;87
12332;204;78
12336;204;78
12340;204;81
12344;204;96
12348;204;102
12352;204;93
12356;204;96
12360;204;105
12364;204;96
12368;204;102
12372;204;90
12376;204;84
12380;204;69
12384;204;78
12388;204;75
12392;204;78
12396;204;78
12400;204;84
12404;204;87
12408;204;72
12412;204;75
12416;204;81
12420;204;84
12424;204;84
12428;204;78
12432;204;81
12436;204;93
12440;204;75
12444;204;75
12448;204;93
12452;204;81
12456;204;87
12460;204;93
12464;204;99
12468;204;84
12472;204;114
12476;204;69
12480;204;87
12484;204;84
12488;204;75
12492;204;72
12496;204;81
12500;204;72
12504;204;78
12508;204;81
12512;204;81
12516;204;81
12520;204;81
12524;204;81
12528;204;78
12532;204;84
12536;204;63
12540;204;78
12544;204;84
12548;204;63
12552;204;87
12556;204;87
12560;204;78
12564;204;87
12568;204;81
12572;204;99
12576;204;93
12580;204;99
12584;204;90
12588;204;90
12592;204;96
12596;204;96
12600;204;105
12604;204;108
12608;204;87
12612;204;102
12616;204;93
12620;204;75
12624;204;78
12628;204;78
12632;204;81
12636;204;72
12640;204;63
12644;204;63
12648;204;72
12652;204;78
12656;204;81
12660;204;96
12664;204;72
12668;204;84
12672;204;81
12676;204;78
12680;204;75
12684;204;78
12688;204;84
12692;204;69
12696;204;87
12700;204;72
12704;204;69
12708;204;72
12712;204;72
12716;204;66
12720;204;69
12724;204;69
12728;204;72
12732;204;84
12736;204;78
12740;204;75
12744;204;87
12748;204;81
12752;204;75
12756;204;87
12760;204;75
12764;204;75
12768;204;90
12772;204;81
12776;204;78
12780;204;81
12784;204;69
12788;204;81
12792;204;78
12796;204;87
12800;204;78
12804;204;72
12808;204;78
12812;204;72
12816;204;75
12820;204;72
12824;204;72
12828;204;75
12832;204;75
12836;204;78
12840;204;81
12844;204;81
12848;204;66
12852;204;87
12856;204;78
12860;204;81
12864;204;96
12868;204;84
12872;204;84
12876;204;96
12880;204;69
12884;204;75
12888;204;84
12892;204;87
12896;204;78
12900;204;90
12904;204;81
12908;204;78
12912;204;84
12916;204;75
12920;204;75
12924;204;69
12928;204;75
12932;204;75
12936;204;78
12940;204;81
12944;204;78
12948;204;81
12952;204;69
12956;204;84
12960;204;90
12964;204;78
12968;204;93
12972;204;90
12976;204;75
12980;204;72
12984;204;87
12988;204;78
12992;204;81
12996;204;72
13000;204;81
13004;204;78
13008;204;81
13012;204;72
13016;204;84
13020;204;81
13024;204;81
13028;204;72
13032;204;81
13036;204;78
13040;204;84
13044;204;75
13048;204;69
13052;204;69
13056;204;87
13060;204;81
13064;204;78
13068;204;81
13072;204;66
13076;204;87
13080;204;78
13084;204;75
13088;204;72
13092;204;90
13096;204;78
13100;204;84
13104;204;87
13108;204;90
13112;204;87
13116;204;81
13120;204;81
13124;204;78
13128;204;87
13132;204;84
13136;204;81
13140;204;99
13144;204;72
13148;204;93
13152;204;81
13156;204;87
13160;204;93
13164;204;96
13168;204;75
13172;204;90
13176;204;87
13180;204;84
13184;204;84
13188;204;75
13192;204;75
13196;204;75
13200;204;84
13204;204;75
13208;204;84
13212;204;93
13216;204;84
13220;204;96
13224;204;87
13228;204;81
13232;204;90
13236;204;81
13240;204;75
13244;204;81
13248;204;96
13252;204;84
13256;204;81
13260;204;87
13264;204;75
13268;204;84
13272;204;93
13276;204;78
13280;204;93
13284;204;81
13288;204;81
13292;204;78
13296;204;93
13300;204;78
13304;204;81
13308;204;87
13312;204;78
13316;204;75
13320;204;90
13324;204;72
13328;204;84
13332;204;81
13336;204;78
13340;204;75
13344;204;87
13348;204;75
13352;204;75
13356;204;81
13360;204;72
13364;204;75
13368;204;87
13372;204;72
13376;204;75
13380;204;78
13384;204;75
13388;204;78
13392;204;78
13396;204;78
13400;204;81
13404;204;87
13408;204;81
13412;204;90
13416;204;90
13420;204;78
13424;204;87
13428;204;90
13432;204;75
13436;204;81
13440;204;87
13444;204;75
13448;204;84
13452;204;87
13456;204;75
13460;204;87
13464;204;78
13468;204;78
13472;204;87
13476;204;84
13480;204;81
13484;204;78
13488;204;90
13492;204;75
13496;204;87
13500;204;90
13504;204;72
13508;204;81
13512;204;78
13516;204;78
13520;204;81
13524;204;81
13528;204;84
13532;204;75
13536;204;75
13540;204;81
13544;204;84
13548;204;75
13552;204;78
13556;204;66
13560;204;69
13564;204;66
13568;204;75
13572;204;84
13576;204;72
13580;204;81
13584;204;90
13588;204;78
13592;204;72
13596;204;87
13600;204;81
13604;204;69
13608;204;90
13612;204;78
13616;204;78
13620;204;90
13624;204;72
13628;204;81
13632;204;81
13636;204;78
13640;204;75
13644;204;84
13648;204;81
13652;204;84
13656;204;81
13660;204;69
13664;204;84
13668;204;87
13672;204;72
13676;204;78
13680;204;81
13684;204;84
13688;204;87
13692;204;72
13696;204;81
13700;204;75
13704;204;75
13708;204;72
13712;204;78
13716;204;81
13720;204;75
13724;204;84
13728;204;69
13732;204;81
13736;204;78
13740;204;75
13744;204;72
13748;204;75
13752;204;84
13756;204;75
13760;204;78
13764;204;72
13768;204;81
13772;204;84
13776;204;78
13780;204;69
13784;204;84
13788;204;78
13792;204;72
13796;204;78
13800;204;72
13804;204;78
13808;204;87
13812;204;75
13816;204;75
13820;204;78
13824;204;78
13828;204;75
13832;204;81
13836;204;90
13840;204;78
13844;204;75
13848;204;78
13852;204;75
13856;204;84
13860;204;84
13864;204;69
13868;204;84
13872;204;78
13876;204;75
13880;204;75
13884;204;84
13888;204;81
13892;204;81
13896;204;78
13900;204;78
13904;204;81
13908;204;72
13912;204;72
13916;204;84
13920;204;84
13924;204;69
13928;204;78
13932;204;81
13936;204;69
13940;204;75
13944;204;81
13948;204;78
13952;204;84
13956;204;84
13960;204;78
13964;204;78
13968;204;90
13972;204;72
13976;204;87
13980;204;84
13984;204;75
13988;204;78
13992;204;78
13996;204;78
14000;204;75
14004;153;81
14008;153;63
14012;153;57
14016;153;66
14020;153;75
14024;153;72
14028;153;99
14032;153;78
14036;153;63
14040;153;63
14044;153;57
14048;153;72
14052;153;84
14056;153;78
14060;153;60
14064;153;60
14068;153;75
14072;153;93
14076;153;66
14080;153;57
14084;153;60
14088;153;84
14092;153;57
14096;153;63
14100;153;69
14104;153;78
14108;153;60
14112;153;75
14116;153;60
14120;153;66
14124;153;63
14128;153;72
14132;153;63
14136;153;81
14140;153;51
14144;153;66
14148;153;54
14152;153;57
14156;153;69
14160;153;69
14164;153;69
14168;153;63
14172;153;78
14176;153;63
14180;153;66
14184;153;69
14188;153;54
14192;153;72
14196;153;66
14200;153;66
14204;153;60
14208;153;75
14212;153;72
14216;153;57
14220;153;72
14224;153;66
14228;153;69
14232;153;75
14236;153;63
14240;153;63
14244;153;69
14248;153;72
14252;153;57
14256;153;60
14260;153;66
14264;153;63
14268;153;75
14272;153;69
14276;153;63
14280;153;63
14284;153;60
14288;153;60
14292;153;69
14296;153;72
14300;153;60
14304;153;87
14308;153;69
14312;153;60
14316;153;60
14320;153;63
14324;153;66
14328;153;57
14332;153;60
14336;153;69
14340;153;63
14344;153;69
14348;153;51
14352;153;63
14356;153;69
14360;153;57
14364;153;72
14368;153;60
14372;153;75
14376;153;60
14380;153;69
14384;153;60
14388;153;48
14392;153;72
14396;153;72
14400;153;60
14404;153;51
14408;153;63
14412;153;63
14416;153;60
14420;153;69
14424;153;66
14428;153;66
14432;153;72
14436;153;60
14440;153;66
14444;153;60
14448;153;69
14452;153;72
14456;153;66
14460;153;87
14464;153;63
14468;153;72
14472;153;57
14476;153;57
14480;153;78
14484;153;54
14488;153;63
14492;153;51
14496;153;75
14500;153;60
14504;153;57
14508;153;69
14512;153;63
14516;153;72
14520;153;69
14524;153;57
14528;153;72
14532;153;81
14536;153;63
14540;153;57
14544;153;66
14548;153;66
14552;153;72
14556;153;72
14560;153;69
14564;153;60
14568;153;78
14572;153;60
14576;153;72
14580;153;63
14584;153;54
14588;153;75
14592;153;60
14596;153;54
14600;153;51
14604;153;87
14608;153;60
14612;153;69
14616;153;63
14620;153;60
14624;153;66
14628;153;60
14632;153;54
14636;153;66
14640;153;72
14644;153;66
14648;153;63
14652;153;57
14656;153;72
14660;153;66
14664;153;57
14668;153;66
14672;153;60
14676;153;75
14680;153;60
14684;153;69
14688;153;69
14692;153;54
14696;153;72
14700;153;69
14704;153;54
14708;153;63
14712;153;66
14716;153;57
14720;153;72
14724;153;75
14728;153;60
14732;153;66
14736;153;60
14740;153;63
14744;153;63
14748;153;81
14752;153;66
14756;153;72
14760;153;60
14764;153;69
14768;153;72
14772;153;63
14776;153;72
14780;153;72
14784;153;81
14788;153;57
14792;153;78
14796;153;63
14800;153;63
14804;153;78
14808;153;57
14812;153;69
14816;153;69
14820;153;69
14824;153;72
14828;153;69
14832;153;60
14836;153;54
14840;153;60
14844;153;69
14848;153;51
14852;153;69
14856;153;63
14860;153;72
14864;153;69
14868;153;66
14872;153;63
14876;153;84
14880;153;63
14884;153;66
14888;153;54
14892;153;63
14896;153;63
14900;153;69
14904;153;72
14908;153;63
14912;153;63
14916;153;63
14920;153;66
14924;153;66
14928;153;57
14932;153;93
14936;153;60
14940;153;66
14944;153;57
14948;153;57
14952;153;87
14956;153;60
14960;153;66
14964;153;51
14968;153;69
14972;153;75
14976;153;66
14980;153;63
14984;153;69
14988;153;69
14992;153;72
14996;153;60
15000;153;72
15004;153;51
15008;153;63
15012;153;51
15016;153;60
15020;153;69
15024;153;72
15028;153;63
15032;153;63
15036;153;57
15040;153;78
15044;153;66
15048;153;63
15052;153;57
15056;153;66
15060;153;57
15064;153;69
15068;153;54
15072;153;66
15076;153;60
15080;153;78
15084;153;54
15088;153;57
15092;153;66
15096;153;60
15100;153;78
15104;153;51
15108;153;60
15112;153;72
15116;153;57
15120;153;84
15124;153;72
15128;153;69
15132;153;63
15136;153;78
15140;153;60
15144;153;69
15148;153;69
15152;153;66
15156;153;81
15160;153;75
15164;153;78
15168;153;69
15172;153;60
15176;153;78
15180;153;60
15184;153;66
15188;153;57
15192;153;69
15196;153;60
15200;153;84
15204;153;45
15208;153;66
15212;153;72
15216;153;60
15220;153;69
15224;153;69
15228;153;78
15232;153;72
15236;153;78
15240;153;69
15244;153;63
15248;153;93
15252;153;63
15256;153;81
15260;153;57
15264;153;60
15268;153;87
15272;153;51
15276;153;75
15280;153;57
15284;153;63
15288;153;75
15292;153;72
15296;153;60
15300;153;66
15304;153;75
15308;153;72
15312;153;57
15316;153;75
15320;153;63
15324;153;78
15328;153;72
15332;153;63
15336;153;66
15340;153;72
15344;153;72
15348;153;78
15352;153;45
15356;153;69
15360;153;63
15364;153;69
15368;153;81
15372;153;66
15376;153;72
15380;153;75
15384;153;66
15388;153;60
15392;153;63
15396;153;78
15400;153;66
15404;153;69
15408;153;60
15412;153;54
15416;153;81
15420;153;66
15424;153;75
15428;153;72
15432;153;63
15436;153;72
15440;153;75
15444;153;60
15448;153;69
15452;153;81
15456;153;66
15460;153;60
15464;153;72
15468;153;63
15472;153;66
15476;153;63
15480;153;63
15484;153;69
15488;153;81
15492;153;63
15496;153;84
15500;153;51
15504;153;75
15508;153;66
15512;153;57
15516;153;69
15520;153;72
15524;153;69
15528;153;81
15532;153;69
15536;153;75
15540;153;51
15544;153;87
15548;153;66
15552;153;69
15556;153;66
15560;153;60
15564;153;72
15568;153;69
15572;153;72
15576;153;66
15580;153;69
15584;153;66
15588;153;69
15592;153;60
15596;153;60
15600;153;75
15604;153;66
15608;153;63
15612;153;81
15616;153;66
15620;153;78
15624;153;75
15628;153;54
15632;153;60
15636;153;66
15640;153;69
15644;153;84
15648;153;69
15652;153;75
15656;153;87
15660;153;60
15664;153;66
15668;153;69
15672;153;63
15676;153;78
15680;153;66
15684;153;60
15688;153;75
15692;153;69
15696;153;78
15700;153;69
15704;153;72
15708;153;57
15712;153;84
15716;153;57
15720;153;75
15724;153;63
15728;153;66
15732;153;72
15736;153;78
15740;153;66
15744;153;78
15748;153;69
15752;153;90
15756;153;51
15760;153;78
15764;153;69
15768;153;63
15772;153;69
15776;153;90
15780;153;60
15784;153;78
15788;153;75
15792;153;69
15796;153;69
15800;153;57
15804;153;66
15808;153;81
15812;153;81
15816;153;69
15820;153;72
15824;153;60
15828;153;66
15832;153;63
15836;153;69
15840;153;75
15844;153;66
15848;153;63
15852;153;60
15856;153;72
15860;153;63
15864;153;81
15868;153;66
15872;153;60
15876;153;60
15880;153;63
15884;153;87
15888;153;66
15892;153;78
15896;153;63
15900;153;75
15904;153;75
15908;153;72
15912;153;78
15916;153;54
15920;153;69
15924;153;72
15928;153;63
15932;153;75
15936;153;48
15940;153;69
15944;153;84
15948;153;63
15952;153;81
15956;153;63
15960;153;72
15964;153;69
15968;153;66
15972;153;78
15976;153;63
15980;153;60
15984;153;72
15988;153;66
15992;153;72
15996;153;66
16000;153;60
16004;102;78
16008;102;69
16012;102;60
16016;102;63
16020;102;63
16024;102;60
16028;102;57
16032;102;63
16036;102;78
16040;102;72
16044;102;51
16048;102;60
16052;102;63
16056;102;51
16060;102;63
16064;102;57
16068;102;60
16072;102;60
16076;102;57
16080;102;54
16084;102;60
16088;102;54
16092;102;63
16096;102;57
16100;102;69
16104;102;51
16108;102;51
16112;102;54
16116;102;57
16120;102;69
